 user_id	college_name	rating
8	Vidyalankar Institute of Technology,Wadala, Mumbai	3.9
8	Anantrao Pawar College of Engineering & Research, Pune	4.6
9	Shree Ramchandra College of Engineering, Lonikand,Pune	4.3
9	Bhagwant Institute of Technology, Barshi	3.2
9	Matoshri College of Engineering and Research Centre, Eklahare, Nashik	4.4
9	Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel	2.6
9	Dr. Babasaheb Ambedkar Technological University, Lonere	3.7
9	Smt. Indira Gandhi College of Engineering, Navi Mumbai	4.1
9	K.D.K. College of Engineering, Nagpur	2.9
9	CSMSS Chh. Shahu College of Engineering, Aurangabad	3.2
9	Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur	4
9	Vivekanand Education Society's Institute of Technology, Chembur, Mumbai	4.9
10	Walchand College of Engineering, Sangli	4.8
10	Dr.Rajendra Gode Institute of Technology & Research, Amravati	3.8
10	Sinhagad Institute of Technology, Lonavala	2.8
10	Prof Ram Meghe College of Engineering  and Management, Badnera	3.3
10	Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala	3.4
10	M.S. Bidve Engineering College, Latur	2.8
10	Jawaharlal Darda Institute of Engineering and Technology, Yavatmal	4.8
10	Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur	4.4
10	Atharva College of Engineering,Malad(West),Mumbai	4.5
10	Thadomal Shahani Engineering College, Bandra, Mumbai	2.9
11	Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur	3.8
11	Government College of Engineering, Karad	4
11	Dr.Rajendra Gode Institute of Technology & Research, Amravati	4
11	CSMSS Chh. Shahu College of Engineering, Aurangabad	4.7
11	Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna	2.6
11	Vidyalankar Institute of Technology,Wadala, Mumbai	3.1
11	Sinhgad College of Engineering, Vadgaon (BK), Pune	2.8
11	Don Bosco Institute of Technology, Mumbai	4.3
11	Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik	3.5
11	M.S. Bidve Engineering College, Latur	4.5
12	Aditya Engineering College , Beed	4.9
12	JSPM'S Jaywantrao Sawant College of Engineering,Pune	2.7
12	Deogiri Institute of Engineering and Management Studies, Aurangabad	4.1
12	Vidyavardhini's College of Engineering and Technology, Vasai	2.5
12	Anantrao Pawar College of Engineering & Research, Pune	3.9
12	Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel	3.1
12	Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune	4.6
12	Don Bosco Institute of Technology, Mumbai	4.2
12	G.H.Raisoni College of Engineering & Management, Wagholi, Pune	3.9
12	Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune	4.3
13	MIT Academy of Engineering,Alandi, Pune	3.2
13	Modern Education Society's College of Engineering, Pune	2.6
13	MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune	4.7
13	St. Francis Institute of Technology,Borivali, Mumbai	4.6
13	Deogiri Institute of Engineering and Management Studies, Aurangabad	2.8
13	Sinhgad College of Engineering, Vadgaon (BK), Pune	3.4
13	Keystone School of Engineering, Pune	3.6
13	CSMSS Chh. Shahu College of Engineering, Aurangabad	4.5
13	Vidyalankar Institute of Technology,Wadala, Mumbai	4.4
13	G H Raisoni Institute of Engineering and Business Management, Jalgaon	4.2
14	Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur	4.2
14	Shri Sant Gajanan Maharaj College of Engineering,Shegaon	4.9
14	Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel	4.7
14	Smt. Indira Gandhi College of Engineering, Navi Mumbai	2.6
14	Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai	3.6
14	Thadomal Shahani Engineering College, Bandra, Mumbai	3.8
14	Keystone School of Engineering, Pune	3.3
14	St. Francis Institute of Technology,Borivali, Mumbai	3.7
14	K. K. Wagh Institute of Engineering Education and Research, Nashik	3.8
14	Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune	3.1
15	Government College of Engineering, Karad	4.7
15	K.D.K. College of Engineering, Nagpur	4.2
15	Atharva College of Engineering,Malad(West),Mumbai	4.4
15	Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur	2.7
15	Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune	2.6
15	Dr.Rajendra Gode Institute of Technology & Research, Amravati	3.1
15	JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha	5
15	Sinhgad College of Engineering, Vadgaon (BK), Pune	3.6
15	K. K. Wagh Institute of Engineering Education and Research, Nashik	4.2
15	Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule	2.7
16	Prof Ram Meghe College of Engineering  and Management, Badnera	3.1
16	Vivekanand Education Society's Institute of Technology, Chembur, Mumbai	3.1
16	Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad	3.6
16	Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon	4.4
16	Government College of Engineering, Chandrapur	2.5
16	Progressive Education Society's Modern College of Engineering, Pune	4.2
16	Deogiri Institute of Engineering and Management Studies, Aurangabad	3.2
16	Shree Ramchandra College of Engineering, Lonikand,Pune	3.9
16	Shri Ramdeobaba College of Engineering and Management, Nagpur	3.4
16	MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi	4.7
17	JSPM's Imperial College of Engineering and Research, Wagholi, Pune	3
17	Thadomal Shahani Engineering College, Bandra, Mumbai	3.4
17	Government College of Engineering,  Aurangabad	4.5
17	Laxminarayan Institute of Technology, Nagpur	2.8
17	Smt. Indira Gandhi College of Engineering, Navi Mumbai	4.4
17	Shri Ramdeobaba College of Engineering and Management, Nagpur	2.9
17	G.H.Raisoni College of Engineering & Management, Wagholi, Pune	4.8
17	Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon	4.6
17	JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha	3.2
17	M.S. Bidve Engineering College, Latur	3
18	Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai	4.2
18	JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha	4.8
18	Walchand College of Engineering, Sangli	4.4
18	Anantrao Pawar College of Engineering & Research, Pune	4.8
18	Thadomal Shahani Engineering College, Bandra, Mumbai	4.1
18	St. Francis Institute of Technology,Borivali, Mumbai	3.7
18	Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai	4.5
18	Bharati Vidyapeeth's College of Engineering, Kolhapur	3.4
18	Atharva College of Engineering,Malad(West),Mumbai	3.1
18	Bhagwant Institute of Technology, Barshi	4.9
19	Jawaharlal Darda Institute of Engineering and Technology, Yavatmal	2.8
19	Hi-Tech Institute of Technology, Aurangabad	2.9
19	G. S. Mandal's Maharashtra Institute of Technology, Aurangabad	2.8
19	Government College of Engineering, Karad	3.1
19	Bajaj Institute of Technology, Wardha	3.3
19	Deogiri Institute of Engineering and Management Studies, Aurangabad	2.7
19	Progressive Education Society's Modern College of Engineering, Pune	2.9
19	Thakur College of Engineering and Technology, Kandivali, Mumbai	2.8
19	Don Bosco Institute of Technology, Mumbai	2.8
19	K. K. Wagh Institute of Engineering Education and Research, Nashik	2.6
20	D.Y. Patil College of Engineering and Technology, Kolhapur	4.5
20	Walchand College of Engineering, Sangli	3.2
20	Thakur College of Engineering and Technology, Kandivali, Mumbai	4.4
20	Government College of Engineering, Karad	4.2
20	Smt. Indira Gandhi College of Engineering, Navi Mumbai	3.2
20	MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune	3.3
20	Dr. Babasaheb Ambedkar Technological University, Lonere	2.6
20	Bharati Vidyapeeth College of Engineering,  Navi Mumbai	2.9
20	Bajaj Institute of Technology, Wardha	3
20	All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune	4.5
21	Shri Sant Gajanan Maharaj College of Engineering,Shegaon	3.3
21	M.S. Bidve Engineering College, Latur	3.9
21	A. P. Shah Institute of Technology, Thane	2.6
21	Sinhgad College of Engineering, Vadgaon (BK), Pune	3.4
21	G. S. Mandal's Maharashtra Institute of Technology, Aurangabad	3.6
21	Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur	3.1
21	Walchand Institute of Technology, Solapur	3.8
21	Bajaj Institute of Technology, Wardha	2.8
21	Aditya Engineering College , Beed	2.8
21	Government College of Engineering, Jalgaon	2.5
22	Jawaharlal Darda Institute of Engineering and Technology, Yavatmal	3
22	Aditya Engineering College , Beed	3.5
22	Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur	2.9
22	CSMSS Chh. Shahu College of Engineering, Aurangabad	3
22	R. C. Patel Institute of Technology, Shirpur	4.7
22	Bharati Vidyapeeth's College of Engineering, Kolhapur	2.9
22	Bharati Vidyapeeth's College of Engineering,Lavale, Pune	4
22	A. P. Shah Institute of Technology, Thane	3.4
22	Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur	3.5
22	Hi-Tech Institute of Technology, Aurangabad	4
23	Keystone School of Engineering, Pune	3.2
23	Sinhagad Institute of Technology, Lonavala	4
23	Anjuman College of Engineering & Technology, Nagpur	3.7
23	Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune	4.1
23	MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune	3.5
23	Vivekanand Education Society's Institute of Technology, Chembur, Mumbai	3.8
23	Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule	4.5
23	MIT Academy of Engineering,Alandi, Pune	4.6
23	JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha	4.7
23	Government College of Engineering, Karad	4.3
24	Walchand Institute of Technology, Solapur	4.9
24	Dr.Rajendra Gode Institute of Technology & Research, Amravati	4.8
24	Bajaj Institute of Technology, Wardha	3.9
24	Hi-Tech Institute of Technology, Aurangabad	2.8
24	JSPM's Imperial College of Engineering and Research, Wagholi, Pune	3
24	MIT Academy of Engineering,Alandi, Pune	2.8
24	Government College of Engineering, Jalgaon	3
24	Thadomal Shahani Engineering College, Bandra, Mumbai	4.3
24	Government College of Engineering, Karad	3.9
24	Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune	3.4
25	D.Y. Patil College of Engineering and Technology, Kolhapur	2.7
25	Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur	2.7
25	Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune	3
25	Vidyalankar Institute of Technology,Wadala, Mumbai	3
25	Bharati Vidyapeeth's College of Engineering,Lavale, Pune	2.8
25	Prof Ram Meghe College of Engineering  and Management, Badnera	3.3
25	JSPM'S Jaywantrao Sawant College of Engineering,Pune	2.9
25	Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna	3.7
25	Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon	4.3
25	Bajaj Institute of Technology, Wardha	4.6
26	Indira College of Engineering & Management, Pune	3.1
26	All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune	3.3
26	A. P. Shah Institute of Technology, Thane	3.3
26	NBN Sinhgad Technical Institutes Campus, Pune	3.6
26	Bharati Vidyapeeth College of Engineering,  Navi Mumbai	4.9
26	Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule	4.9
26	Government College of Engineering, Karad	2.7
26	Smt. Indira Gandhi College of Engineering, Navi Mumbai	4.6
26	G. S. Mandal's Maharashtra Institute of Technology, Aurangabad	4.6
26	Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune	2.5
27	Walchand College of Engineering, Sangli	3.5
27	Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala	3.3
27	Government College of Engineering, Chandrapur	2.6
27	MIT Academy of Engineering,Alandi, Pune	3
27	Shri Hanuman Vyayam  Prasarak Mandals College of Engineering & Technology, Amravati	2.8
27	Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna	4.2
27	Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad	5
27	Modern Education Society's College of Engineering, Pune	4.4
27	Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik	3.1
27	CSMSS Chh. Shahu College of Engineering, Aurangabad	5
28	Institute of Chemical Technology, Matunga, Mumbai	3.5
28	Jawaharlal Darda Institute of Engineering and Technology, Yavatmal	4.1
28	Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik	3.4
28	Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune	4.4
28	JSPM'S Jaywantrao Sawant College of Engineering,Pune	3.4
28	Dr.Rajendra Gode Institute of Technology & Research, Amravati	3.2
28	Laxminarayan Institute of Technology, Nagpur	4.5
28	MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi	4.4
28	Shree Ramchandra College of Engineering, Lonikand,Pune	4.1
28	ST. Vincent Pallotti College of Engineering & Technology, Nagpur	2.7
29	Keystone School of Engineering, Pune	3.6
29	S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara	3.3
29	Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon	3.8
29	Sinhagad Institute of Technology, Lonavala	4
29	JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha	2.7
29	G.H.Raisoni College of Engineering & Management, Wagholi, Pune	4.7
29	Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur	2.9
29	Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik	4.7
29	All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune	4
29	D.Y. Patil College of Engineering and Technology, Kolhapur	3
30	Laxminarayan Institute of Technology, Nagpur	3.3
30	Jawaharlal Darda Institute of Engineering and Technology, Yavatmal	4
30	Vidyavardhini's College of Engineering and Technology, Vasai	4
30	Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai	4.2
30	G. S. Mandal's Maharashtra Institute of Technology, Aurangabad	2.6
30	Walchand Institute of Technology, Solapur	4
30	G H Raisoni Institute of Engineering and Business Management, Jalgaon	3.9
30	MIT Academy of Engineering,Alandi, Pune	4.4
30	St. Francis Institute of Technology,Borivali, Mumbai	4
30	Bharati Vidyapeeth's College of Engineering, Kolhapur	4.1
31	Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune	4.5
31	Sinhgad College of Engineering, Vadgaon (BK), Pune	5
31	MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi	2.6
31	All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune	4.5
31	Indira College of Engineering & Management, Pune	4
31	Bhagwant Institute of Technology, Barshi	5
31	Jawaharlal Darda Institute of Engineering and Technology, Yavatmal	2.8
31	Hi-Tech Institute of Technology, Aurangabad	4.9
31	Dr.Rajendra Gode Institute of Technology & Research, Amravati	3.1
31	D.Y. Patil College of Engineering and Technology, Kolhapur	4
32	Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune	4.2
32	Shri Ramdeobaba College of Engineering and Management, Nagpur	4
32	D.Y. Patil College of Engineering and Technology, Kolhapur	2.7
32	JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha	3.7
32	St. Francis Institute of Technology,Borivali, Mumbai	3
32	Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune	4.6
32	Walchand College of Engineering, Sangli	2.9
32	NBN Sinhgad Technical Institutes Campus, Pune	4.9
32	K. K. Wagh Institute of Engineering Education and Research, Nashik	3.5
32	Dr. Babasaheb Ambedkar Technological University, Lonere	4
33	Vidyalankar Institute of Technology,Wadala, Mumbai	4.9
33	Anjuman College of Engineering & Technology, Nagpur	2.9
33	Bharati Vidyapeeth's College of Engineering,Lavale, Pune	3.1
33	JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha	4.3
33	Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune	4.5
33	G H Raisoni Institute of Engineering and Business Management, Jalgaon	3.3
33	Shri Ramdeobaba College of Engineering and Management, Nagpur	2.6
33	Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur	3.2
33	Bharati Vidyapeeth College of Engineering,  Navi Mumbai	3.7
33	Government College of Engineering, Karad	2.6
34	All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune	2.9
34	Vivekanand Education Society's Institute of Technology, Chembur, Mumbai	3.3
34	Vidyalankar Institute of Technology,Wadala, Mumbai	2.6
34	Matoshri College of Engineering and Research Centre, Eklahare, Nashik	3.4
34	Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel	2.5
34	Bharati Vidyapeeth's College of Engineering,Lavale, Pune	3.6
34	Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur	2.5
34	Hi-Tech Institute of Technology, Aurangabad	4.8
34	Smt. Indira Gandhi College of Engineering, Navi Mumbai	4.9
34	Atharva College of Engineering,Malad(West),Mumbai	4.8
35	All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune	2.9
35	Laxminarayan Institute of Technology, Nagpur	2.6
35	Bharati Vidyapeeth College of Engineering,  Navi Mumbai	3.2
35	Vidyavardhini's College of Engineering and Technology, Vasai	3.3
35	Keystone School of Engineering, Pune	3.7
35	Atharva College of Engineering,Malad(West),Mumbai	3.3
35	Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur	4.1
35	Vivekanand Education Society's Institute of Technology, Chembur, Mumbai	4.5
35	G. S. Mandal's Maharashtra Institute of Technology, Aurangabad	3.1
35	Shri Ramdeobaba College of Engineering and Management, Nagpur	3.8
36	A. P. Shah Institute of Technology, Thane	4
36	Shri Sant Gajanan Maharaj College of Engineering,Shegaon	2.9
36	Sinhagad Institute of Technology, Lonavala	3.8
36	Bharati Vidyapeeth's College of Engineering,Lavale, Pune	4
36	Government College of Engineering,  Aurangabad	3.3
36	Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune	4
36	Matoshri College of Engineering and Research Centre, Eklahare, Nashik	3.6
36	Bajaj Institute of Technology, Wardha	3.3
36	Indira College of Engineering & Management, Pune	4.1
36	Walchand College of Engineering, Sangli	3.5
37	Smt. Indira Gandhi College of Engineering, Navi Mumbai	4.3
37	Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai	4
37	MIT Academy of Engineering,Alandi, Pune	2.5
37	Prof Ram Meghe College of Engineering  and Management, Badnera	3.6
37	K.D.K. College of Engineering, Nagpur	4.1
37	Dr. Babasaheb Ambedkar Technological University, Lonere	4.3
37	Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna	3.3
37	G H Raisoni Institute of Engineering and Business Management, Jalgaon	4.1
37	Shri Hanuman Vyayam  Prasarak Mandals College of Engineering & Technology, Amravati	4.7
37	Bharati Vidyapeeth's College of Engineering,Lavale, Pune	4.5
38	Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune	3.3
38	Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai	3.7
38	Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur	4.8
38	Vidyalankar Institute of Technology,Wadala, Mumbai	4.8
38	Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad	4.6
38	Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule	4.6
38	St. Francis Institute of Technology,Borivali, Mumbai	3.2
38	Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune	2.7
38	Thadomal Shahani Engineering College, Bandra, Mumbai	3.2
38	Thakur College of Engineering and Technology, Kandivali, Mumbai	4.9
39	MIT Academy of Engineering,Alandi, Pune	4.6
39	Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur	2.8
39	Shri Hanuman Vyayam  Prasarak Mandals College of Engineering & Technology, Amravati	4.9
39	Vivekanand Education Society's Institute of Technology, Chembur, Mumbai	3.4
39	Dr.Rajendra Gode Institute of Technology & Research, Amravati	4.5
39	Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna	3.1
39	Walchand College of Engineering, Sangli	4.7
39	K.D.K. College of Engineering, Nagpur	3.9
39	Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune	3.8
39	Government College of Engineering, Amravati	4
40	JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha	4.9
40	K.D.K. College of Engineering, Nagpur	3.2
40	G H Raisoni Institute of Engineering and Business Management, Jalgaon	4.7
40	CSMSS Chh. Shahu College of Engineering, Aurangabad	3.6
40	Bharati Vidyapeeth's College of Engineering, Kolhapur	2.7
40	Dr. Babasaheb Ambedkar Technological University, Lonere	4
40	St. Francis Institute of Technology,Borivali, Mumbai	4.8
40	Vidyalankar Institute of Technology,Wadala, Mumbai	3.1
40	Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune	3.1
40	Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune	3.8
41	Bharati Vidyapeeth's College of Engineering,Lavale, Pune	3.4
41	MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi	3
41	Shri Ramdeobaba College of Engineering and Management, Nagpur	3.1
41	Progressive Education Society's Modern College of Engineering, Pune	4.4
41	G H Raisoni Institute of Engineering and Business Management, Jalgaon	2.5
41	Government College of Engineering, Karad	3.1
41	Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel	4.2
41	JSPM'S Jaywantrao Sawant College of Engineering,Pune	4.6
41	Dr. Babasaheb Ambedkar Technological University, Lonere	4.4
41	Modern Education Society's College of Engineering, Pune	2.7
42	Walchand Institute of Technology, Solapur	4.4
42	Government College of Engineering,  Aurangabad	4
42	Anjuman College of Engineering & Technology, Nagpur	4.5
42	Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule	3.5
42	G. S. Mandal's Maharashtra Institute of Technology, Aurangabad	4
42	JSPM'S Jaywantrao Sawant College of Engineering,Pune	4.9
42	Government College of Engineering, Amravati	2.7
42	Shri Sant Gajanan Maharaj College of Engineering,Shegaon	5
42	Matoshri College of Engineering and Research Centre, Eklahare, Nashik	3.5
42	R. C. Patel Institute of Technology, Shirpur	4.5
43	Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune	2.9
43	Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune	2.6
43	Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna	3.2
